Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.16666666666666666,0.0,0.3445558739255014,0.0,0.10714285714285714,1.0,3.0,3.0,1.0,0.8142857142857143,2.0,2.0,0.0,1.0,1.0,0.17098472880463403,0.6448504316402329,1.0,1.0,0.07142857142857142,3.0,1.0,0.0,0.125,1.0,4.0,0.125,0.1111111111111111,0.0,0.17647058823529413
0.42857142857142855,0.0,0.8424068767908309,2.0,0.25,3.0,0.0,1.0,1.0,0.6714285714285714,2.0,1.0,8.0,1.0,1.0,0.07019483938915219,0.26263802449307366,0.0,1.0,0.7142857142857143,4.0,3.0,0.0,0.15,3.0,3.0,0.125,0.2222222222222222,0.0,0.17647058823529413
0.47619047619047616,2.0,0.33739255014326647,1.0,0.17857142857142858,3.0,2.0,2.0,0.0,0.7,1.0,2.0,1.0,4.0,2.0,0.22748815165876776,0.5469985946597069,7.0,0.0,0.07142857142857142,3.0,4.0,3.0,0.425,3.0,3.0,0.325,0.6111111111111112,0.06666666666666667,0.5294117647058824
0.8809523809523809,2.0,0.053724928366762174,1.0,0.25,1.0,2.0,4.0,1.0,0.1,2.0,4.0,4.0,2.0,2.0,0.6618220115850447,0.943505320216824,1.0,0.0,0.2857142857142857,3.0,4.0,1.0,0.85,3.0,3.0,0.825,0.5,1.0,0.0
0.9761904761904762,0.0,0.9505730659025788,1.0,0.6071428571428571,4.0,2.0,4.0,1.0,0.5285714285714286,3.0,3.0,3.0,4.0,0.0,0.5004212743549237,0.7190523991166432,6.0,1.0,0.07142857142857142,3.0,4.0,0.0,0.625,6.0,2.0,0.225,0.3888888888888889,0.3333333333333333,0.23529411764705882
0.5714285714285714,1.0,0.5952722063037249,1.0,0.6428571428571429,3.0,2.0,3.0,1.0,0.38571428571428573,4.0,1.0,1.0,3.0,2.0,0.09215376513954714,0.7336679381650271,6.0,0.0,0.07142857142857142,3.0,4.0,0.0,0.175,2.0,3.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941
0.8333333333333334,2.0,0.4004297994269341,1.0,0.0,4.0,2.0,1.0,0.0,0.42857142857142855,2.0,4.0,3.0,3.0,1.0,0.629594523433386,0.8116442481429432,4.0,0.0,0.6428571428571429,4.0,4.0,3.0,0.675,2.0,2.0,0.075,0.1111111111111111,0.0,0.11764705882352941
0.6190476190476191,0.0,0.9928366762177651,0.0,0.0,5.0,3.0,2.0,0.0,0.6428571428571429,3.0,2.0,0.0,1.0,2.0,0.2340705634544497,0.07689219032322826,5.0,0.0,0.7142857142857143,4.0,3.0,1.0,0.225,2.0,2.0,0.1,0.16666666666666666,0.06666666666666667,0.17647058823529413
0.8809523809523809,0.0,0.4462750716332378,1.0,0.03571428571428571,3.0,2.0,4.0,1.0,0.6857142857142857,3.0,5.0,5.0,1.0,1.0,0.9926276987888363,0.7671150371411363,5.0,0.0,0.14285714285714285,3.0,4.0,1.0,0.6,2.0,3.0,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882
0.5,1.0,0.7994269340974212,1.0,0.0,1.0,0.0,2.0,1.0,0.3142857142857143,3.0,5.0,5.0,3.0,2.0,0.9577672459189047,0.24569363581610118,1.0,0.0,0.21428571428571427,3.0,3.0,1.0,0.525,3.0,3.0,0.525,0.4444444444444444,0.06666666666666667,0.35294117647058826
0.47619047619047616,0.0,0.7034383954154728,1.0,1.0,3.0,4.0,4.0,1.0,0.34285714285714286,3.0,2.0,3.0,4.0,1.0,0.2765666140073723,0.08395904436860069,3.0,1.0,0.5,3.0,1.0,1.0,0.225,3.0,1.0,0.175,0.3888888888888889,0.06666666666666667,0.4117647058823529
0.7380952380952381,0.0,0.7084527220630372,1.0,0.0,2.0,4.0,3.0,0.0,0.8571428571428571,2.0,4.0,4.0,3.0,0.0,0.682201158504476,0.631037944187914,7.0,0.0,0.07142857142857142,3.0,4.0,0.0,0.625,2.0,3.0,0.175,0.05555555555555555,0.0,0.4117647058823529
0.8333333333333334,0.0,0.9262177650429799,1.0,0.8214285714285714,4.0,2.0,2.0,1.0,0.2571428571428571,4.0,3.0,4.0,4.0,1.0,0.3157451290152712,0.05476811885163622,3.0,1.0,0.2857142857142857,3.0,3.0,0.0,0.275,2.0,3.0,0.1,0.16666666666666666,0.06666666666666667,0.11764705882352941
0.42857142857142855,2.0,0.3818051575931232,0.0,0.32142857142857145,4.0,2.0,2.0,1.0,0.02857142857142857,3.0,3.0,0.0,4.0,0.0,0.4724065297525013,0.5309777153182091,1.0,1.0,0.21428571428571427,3.0,4.0,0.0,0.25,3.0,2.0,0.25,0.16666666666666666,0.6,0.4117647058823529
0.2857142857142857,0.0,0.335243553008596,0.0,0.14285714285714285,3.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.2690363349131122,0.13398915880345313,1.0,1.0,0.14285714285714285,3.0,3.0,3.0,0.25,2.0,3.0,0.25,0.5,0.06666666666666667,0.11764705882352941
0.8571428571428571,0.0,0.03939828080229226,1.0,0.32142857142857145,3.0,2.0,3.0,0.0,0.6714285714285714,3.0,2.0,3.0,1.0,0.0,0.18067403896787784,0.9276852037743425,6.0,0.0,0.5714285714285714,3.0,4.0,0.0,0.225,3.0,3.0,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882
0.19047619047619047,0.0,0.9606017191977078,0.0,0.7857142857142857,3.0,3.0,3.0,0.0,0.24285714285714285,2.0,2.0,0.0,4.0,1.0,0.16577145866245394,0.7766311985545071,7.0,0.0,0.5714285714285714,3.0,3.0,1.0,0.125,2.0,2.0,0.05,0.1111111111111111,0.0,0.0
0.9047619047619048,0.0,0.44126074498567336,1.0,0.10714285714285714,4.0,4.0,4.0,0.0,0.8857142857142857,3.0,5.0,5.0,1.0,2.0,0.9970510795155345,0.6617546677374021,4.0,1.0,0.14285714285714285,3.0,4.0,1.0,0.7,2.0,3.0,0.125,0.1111111111111111,0.26666666666666666,0.11764705882352941
0.023809523809523808,1.0,0.35816618911174786,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0.06929963138493944,0.7586829953824533,0.0,1.0,0.7142857142857143,4.0,1.0,0.0,0.025,5.0,4.0,0.0,0.0,0.0,0.0
0.5714285714285714,0.0,0.9269340974212035,1.0,0.17857142857142858,3.0,2.0,3.0,1.0,0.7571428571428571,3.0,3.0,7.0,1.0,1.0,0.6497630331753554,0.5118650873318611,9.0,1.0,0.14285714285714285,3.0,2.0,1.0,0.45,3.0,4.0,0.325,0.3888888888888889,0.3333333333333333,0.4117647058823529
0.4523809523809524,0.0,0.4075931232091691,1.0,0.6428571428571429,3.0,0.0,3.0,1.0,0.7857142857142857,3.0,2.0,3.0,3.0,1.0,0.2506055818852027,0.9796827946195543,3.0,1.0,0.42857142857142855,3.0,1.0,3.0,0.225,2.0,2.0,0.1,0.16666666666666666,0.0,0.11764705882352941
0.42857142857142855,0.0,0.9319484240687679,1.0,0.17857142857142858,3.0,0.0,4.0,1.0,0.24285714285714285,3.0,1.0,2.0,4.0,1.0,0.11590310689836757,0.729050391487653,0.0,1.0,0.0,3.0,3.0,1.0,0.4,4.0,3.0,0.375,0.7222222222222222,0.6666666666666666,0.6470588235294118
0.5714285714285714,0.0,0.5945558739255015,1.0,0.0,2.0,0.0,4.0,0.0,0.18571428571428572,2.0,2.0,3.0,4.0,1.0,0.26608741442864664,0.07857859867496486,9.0,0.0,0.14285714285714285,3.0,4.0,1.0,0.2,4.0,3.0,0.1,0.16666666666666666,0.0,0.11764705882352941
0.3333333333333333,0.0,0.5193409742120344,1.0,0.0,1.0,0.0,4.0,1.0,0.5857142857142857,3.0,1.0,1.0,1.0,0.0,0.10252764612954186,0.5253563541457539,1.0,1.0,0.14285714285714285,3.0,4.0,0.0,0.025,2.0,3.0,0.025,0.0,0.0,0.0
0.35714285714285715,0.0,0.5888252148997135,1.0,0.03571428571428571,3.0,2.0,3.0,1.0,0.6857142857142857,3.0,1.0,2.0,4.0,0.0,0.07830437072143233,0.18373820517968278,4.0,1.0,0.0,3.0,4.0,0.0,0.175,3.0,3.0,0.025,0.05555555555555555,0.0,0.0
0.40476190476190477,2.0,0.7951289398280802,0.0,0.25,2.0,3.0,3.0,0.0,0.6857142857142857,2.0,3.0,0.0,4.0,1.0,0.49331226961558716,0.4682192330857258,4.0,0.0,0.0,3.0,2.0,1.0,0.4,6.0,2.0,0.325,0.1111111111111111,0.26666666666666666,0.7058823529411765
0.6428571428571429,0.0,0.9648997134670487,0.0,0.03571428571428571,3.0,3.0,1.0,0.0,0.9142857142857143,1.0,5.0,5.0,2.0,0.0,0.9381253291205898,0.01602087934149769,2.0,0.0,0.35714285714285715,3.0,1.0,0.0,0.65,2.0,3.0,0.6,0.5555555555555556,0.06666666666666667,0.6470588235294118
0.4523809523809524,0.0,0.7256446991404012,1.0,0.0,4.0,0.0,1.0,1.0,0.3,2.0,2.0,3.0,3.0,2.0,0.2624539231174302,0.023890784982935155,1.0,1.0,0.5,3.0,3.0,1.0,0.175,2.0,4.0,0.175,0.2777777777777778,0.0,0.4117647058823529
0.23809523809523808,0.0,0.9462750716332379,1.0,0.0,3.0,0.0,1.0,1.0,0.6,2.0,1.0,1.0,3.0,2.0,0.02917324907846235,0.41903232282674163,1.0,1.0,0.21428571428571427,3.0,4.0,1.0,0.025,2.0,1.0,0.025,0.0,0.0,0.0
0.35714285714285715,1.0,0.2349570200573066,0.0,0.21428571428571427,3.0,2.0,4.0,1.0,0.34285714285714286,3.0,2.0,0.0,1.0,1.0,0.1771458662453923,0.6168239309375627,0.0,1.0,0.21428571428571427,3.0,1.0,2.0,0.125,2.0,3.0,0.1,0.16666666666666666,0.0,0.17647058823529413
0.42857142857142855,0.0,0.671919770773639,1.0,0.07142857142857142,2.0,0.0,4.0,1.0,0.7,4.0,2.0,4.0,1.0,2.0,0.30716166403370193,0.9722545673559526,6.0,1.0,0.6428571428571429,4.0,1.0,1.0,0.325,3.0,3.0,0.125,0.2222222222222222,0.0,0.23529411764705882
0.38095238095238093,0.0,0.49283667621776506,0.0,0.8214285714285714,4.0,2.0,1.0,0.0,0.14285714285714285,2.0,2.0,0.0,2.0,0.0,0.18904686677198526,0.22971290905440675,0.0,0.0,0.8571428571428571,4.0,3.0,0.0,0.4,2.0,4.0,0.375,0.5,0.6666666666666666,0.5882352941176471
0.40476190476190477,1.0,0.02005730659025788,1.0,0.8571428571428571,4.0,0.0,4.0,0.0,0.9428571428571428,3.0,1.0,1.0,2.0,2.0,0.05334386519220642,0.5829351535836177,1.0,0.0,0.5714285714285714,3.0,1.0,1.0,0.25,3.0,2.0,0.25,0.1111111111111111,0.4666666666666667,0.47058823529411764
0.5952380952380952,1.0,0.32736389684813755,1.0,0.32142857142857145,4.0,0.0,3.0,0.0,0.7428571428571429,2.0,2.0,2.0,3.0,2.0,0.22369668246445498,0.165950612326842,1.0,1.0,0.0,3.0,2.0,1.0,0.225,3.0,4.0,0.225,0.3888888888888889,0.0,0.0
0.40476190476190477,1.0,0.7736389684813754,0.0,0.35714285714285715,2.0,3.0,4.0,1.0,0.34285714285714286,3.0,2.0,0.0,4.0,2.0,0.20847814639283835,0.6587432242521583,1.0,1.0,0.0,3.0,4.0,1.0,0.125,3.0,3.0,0.125,0.1111111111111111,0.0,0.11764705882352941
0.5,1.0,0.6038681948424068,1.0,0.75,3.0,2.0,4.0,0.0,0.7428571428571429,3.0,3.0,3.0,1.0,0.0,0.5197998946814113,0.1200160610319213,1.0,0.0,0.14285714285714285,3.0,3.0,0.0,0.525,2.0,3.0,0.525,0.3333333333333333,0.13333333333333333,0.47058823529411764
0.2857142857142857,0.0,0.8402578796561605,1.0,0.9642857142857143,2.0,2.0,4.0,0.0,0.4857142857142857,3.0,2.0,1.0,4.0,1.0,0.25097419694576095,0.39510138526400324,1.0,1.0,0.14285714285714285,3.0,4.0,2.0,0.275,2.0,3.0,0.25,0.4444444444444444,0.06666666666666667,0.5294117647058824
0.7857142857142857,0.0,0.5236389684813754,1.0,0.0,3.0,0.0,3.0,1.0,0.9428571428571428,3.0,1.0,1.0,4.0,1.0,0.09025803054239073,0.8487050793013451,1.0,1.0,0.0,3.0,2.0,0.0,0.025,0.0,2.0,0.025,0.0,0.0,0.0
0.40476190476190477,0.0,0.37034383954154726,0.0,0.0,3.0,3.0,2.0,1.0,0.7857142857142857,3.0,2.0,0.0,3.0,1.0,0.195260663507109,0.6651274844408753,9.0,1.0,0.0,3.0,3.0,0.0,0.375,2.0,3.0,0.275,0.5,0.4,0.5294117647058824
0.42857142857142855,2.0,0.5673352435530086,1.0,0.0,4.0,2.0,4.0,0.0,0.04285714285714286,2.0,2.0,3.0,3.0,1.0,0.17719852553975776,0.5347119052399116,0.0,1.0,0.2857142857142857,3.0,3.0,0.0,0.1,6.0,3.0,0.075,0.1111111111111111,0.06666666666666667,0.11764705882352941
0.3333333333333333,1.0,0.3459885386819484,1.0,0.32142857142857145,3.0,0.0,1.0,1.0,0.37142857142857144,3.0,1.0,1.0,3.0,1.0,0.12764612954186413,0.6129692832764505,6.0,1.0,0.14285714285714285,3.0,1.0,1.0,0.25,3.0,2.0,0.125,0.1111111111111111,0.06666666666666667,0.17647058823529413
0.19047619047619047,0.0,0.8796561604584527,1.0,0.7142857142857143,3.0,2.0,1.0,1.0,0.1,3.0,1.0,2.0,3.0,2.0,0.07203791469194312,0.6937964264203975,1.0,1.0,0.6428571428571429,4.0,3.0,1.0,0.025,0.0,2.0,0.025,0.05555555555555555,0.0,0.0
0.4523809523809524,1.0,0.15544412607449856,0.0,0.10714285714285714,4.0,3.0,1.0,1.0,0.15714285714285714,3.0,1.0,6.0,4.0,2.0,0.09394418114797262,0.0178678980124473,4.0,1.0,0.42857142857142855,3.0,3.0,1.0,0.325,2.0,3.0,0.225,0.4444444444444444,0.3333333333333333,0.47058823529411764
0.4523809523809524,0.0,0.8044412607449857,1.0,0.32142857142857145,2.0,0.0,4.0,1.0,0.7142857142857143,4.0,1.0,1.0,4.0,0.0,0.19331226961558715,0.5275245934551295,3.0,1.0,0.42857142857142855,3.0,1.0,0.0,0.1,2.0,3.0,0.025,0.0,0.0,0.0
0.5,2.0,0.49426934097421205,1.0,0.0,3.0,0.0,4.0,1.0,0.6714285714285714,3.0,2.0,2.0,4.0,1.0,0.2876777251184834,0.27685203774342504,1.0,0.0,0.2857142857142857,3.0,4.0,1.0,0.225,2.0,3.0,0.225,0.4444444444444444,0.3333333333333333,0.47058823529411764
0.23809523809523808,0.0,0.9835243553008596,0.0,0.42857142857142855,2.0,3.0,4.0,0.0,0.7714285714285715,3.0,2.0,0.0,3.0,0.0,0.4657714586624539,0.8535635414575387,3.0,0.0,0.0,3.0,4.0,0.0,0.15,0.0,3.0,0.05,0.0,0.13333333333333333,0.11764705882352941
0.5714285714285714,0.0,0.42191977077363896,0.0,0.25,4.0,3.0,3.0,1.0,0.2571428571428571,3.0,2.0,0.0,2.0,1.0,0.3062664560294892,0.7660710700662517,0.0,1.0,0.0,3.0,4.0,1.0,0.25,2.0,3.0,0.225,0.3888888888888889,0.26666666666666666,0.11764705882352941
0.40476190476190477,0.0,0.9312320916905444,0.0,0.9642857142857143,4.0,0.0,2.0,0.0,0.9714285714285714,2.0,1.0,6.0,3.0,1.0,0.07482885729331228,0.9680786990564144,0.0,1.0,0.8571428571428571,4.0,1.0,2.0,0.15,5.0,3.0,0.125,0.16666666666666666,0.26666666666666666,0.11764705882352941
0.42857142857142855,0.0,0.3997134670487106,1.0,0.5,3.0,1.0,1.0,1.0,0.7285714285714285,3.0,2.0,2.0,3.0,2.0,0.2014218009478673,0.2314394699859466,7.0,1.0,0.21428571428571427,3.0,2.0,1.0,0.225,3.0,2.0,0.025,0.0,0.0,0.0
0.30952380952380953,0.0,0.2191977077363897,1.0,0.2857142857142857,4.0,0.0,3.0,1.0,0.17142857142857143,2.0,1.0,1.0,2.0,0.0,0.08678251711427067,0.21911262798634812,0.0,0.0,0.35714285714285715,3.0,4.0,0.0,0.075,5.0,3.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941
0.42857142857142855,0.0,0.16260744985673353,1.0,0.03571428571428571,3.0,0.0,4.0,0.0,0.9428571428571428,3.0,1.0,1.0,3.0,1.0,0.08077935755660874,0.39245131499698854,4.0,1.0,0.14285714285714285,3.0,2.0,1.0,0.15,3.0,3.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941
0.40476190476190477,0.0,0.45343839541547276,1.0,0.17857142857142858,1.0,0.0,3.0,1.0,0.5142857142857142,3.0,1.0,1.0,3.0,1.0,0.1314902580305424,0.15763902830756876,0.0,0.0,0.21428571428571427,3.0,4.0,0.0,0.1,3.0,3.0,0.075,0.1111111111111111,0.13333333333333333,0.11764705882352941
0.38095238095238093,0.0,0.41260744985673353,1.0,0.6428571428571429,3.0,0.0,2.0,0.0,0.07142857142857142,2.0,1.0,1.0,4.0,1.0,0.10110584518167456,0.732543665930536,1.0,1.0,0.07142857142857142,3.0,2.0,0.0,0.25,3.0,3.0,0.25,0.5,0.5333333333333333,0.4117647058823529
0.3333333333333333,0.0,0.8287965616045845,1.0,0.03571428571428571,4.0,0.0,4.0,1.0,0.9285714285714286,3.0,1.0,2.0,2.0,0.0,0.02022116903633491,0.9137924111624172,1.0,1.0,0.07142857142857142,3.0,1.0,0.0,0.025,2.0,3.0,0.025,0.0,0.0,0.0
0.5952380952380952,2.0,0.17263610315186245,1.0,0.2857142857142857,3.0,0.0,1.0,1.0,0.3142857142857143,3.0,1.0,1.0,3.0,0.0,0.07525013164823591,0.918851636217627,4.0,1.0,0.14285714285714285,3.0,3.0,0.0,0.175,2.0,2.0,0.075,0.1111111111111111,0.06666666666666667,0.11764705882352941
0.42857142857142855,0.0,0.050143266475644696,1.0,0.10714285714285714,4.0,0.0,1.0,1.0,0.1,2.0,2.0,2.0,4.0,0.0,0.2528172722485519,0.8235294117647058,1.0,1.0,0.35714285714285715,3.0,3.0,0.0,0.25,2.0,2.0,0.25,0.2222222222222222,0.06666666666666667,0.47058823529411764
0.6190476190476191,2.0,0.27722063037249284,1.0,0.7857142857142857,3.0,2.0,2.0,1.0,0.5285714285714286,3.0,2.0,2.0,2.0,1.0,0.054397051079515535,0.9214615539048384,4.0,1.0,0.07142857142857142,3.0,3.0,1.0,0.425,3.0,4.0,0.075,0.1111111111111111,0.06666666666666667,0.11764705882352941
0.3333333333333333,0.0,0.5422636103151862,1.0,0.10714285714285714,3.0,0.0,3.0,0.0,0.9714285714285714,2.0,2.0,3.0,3.0,1.0,0.2713533438651922,0.6837984340493877,1.0,1.0,0.07142857142857142,3.0,3.0,1.0,0.35,3.0,3.0,0.35,0.7222222222222222,0.4,0.47058823529411764
0.47619047619047616,1.0,0.9255014326647565,1.0,0.25,3.0,2.0,4.0,0.0,0.4,2.0,2.0,1.0,2.0,2.0,0.05918904686677198,0.643284481027906,1.0,0.0,0.35714285714285715,3.0,3.0,1.0,0.5,3.0,3.0,0.5,0.6111111111111112,0.0,0.4117647058823529
0.7142857142857143,0.0,0.6210601719197708,1.0,0.03571428571428571,2.0,4.0,4.0,1.0,0.6571428571428571,4.0,1.0,2.0,2.0,0.0,0.08162190626645603,0.5832563742220438,5.0,1.0,0.0,3.0,3.0,0.0,0.175,4.0,2.0,0.025,0.0,0.0,0.0
